"Estado","% Ocupación"
"Nuevo León","20.33"
"Morelos","20.31"
"Ciudad de México","18.90"
"Querétaro","18.75"
"Oaxaca","17.64"
"Aguascalientes","17.36"
"Tlaxcala","15.27"
"Jalisco","14.98"
"México","14.68"
"Sonora","14.15"
"Hidalgo","14.00"
"Veracruz de Ignacio de La Llave","13.70"
"Michoacán de Ocampo","12.95"
"Baja California","12.26"
"Colima","11.84"
"Tabasco","10.27"
"Puebla","9.05"
"Tamaulipas","8.99"
"San Luis Potosí","7.01"
"Zacatecas","6.77"
"Chihuahua","5.69"
"Coahuila de Zaragoza","5.10"
"Guanajuato","4.93"
"Guerrero","4.45"
"Nayarit","4.44"
"Durango","4.27"
"Chiapas","4.21"
"Quintana Roo","4.21"
"Yucatán","4.06"
"Campeche","3.75"
"Sinaloa","2.18"
"Baja California Sur","1.78"
