"Estado","% Ocupación"
"Nuevo León","15.81"
"Aguascalientes","13.51"
"Oaxaca","13.04"
"Durango","10.00"
"Tamaulipas","9.23"
"Sinaloa","9.16"
"Chihuahua","7.69"
"Baja California Sur","4.54"
"Colima","4.00"
"Jalisco","3.22"
"Veracruz de Ignacio de La Llave","3.06"
"Coahuila de Zaragoza","2.91"
"Morelos","2.74"
"Hidalgo","2.66"
"Guanajuato","2.60"
"Baja California","2.52"
"Zacatecas","2.50"
"Sonora","2.38"
"Puebla","1.76"
"Ciudad de México","1.57"
"Quintana Roo","1.49"
"Michoacán de Ocampo","1.36"
"San Luis Potosí","1.34"
"Guerrero","1.31"
"México","1.09"
"Tabasco","0.92"
"Yucatán","0.62"
"Chiapas","0.00"
"Querétaro","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
