"Estado","% Ocupación"
"Querétaro","100.00"
"Aguascalientes","60.00"
"Ciudad de México","46.05"
"Puebla","35.52"
"Michoacán de Ocampo","28.57"
"Nuevo León","28.57"
"Jalisco","28.31"
"Tamaulipas","24.24"
"Tabasco","23.37"
"Chihuahua","23.07"
"Baja California","22.58"
"México","21.08"
"Coahuila de Zaragoza","20.00"
"Sonora","20.00"
"Veracruz de Ignacio de La Llave","17.64"
"Yucatán","16.00"
"Hidalgo","15.38"
"Sinaloa","12.72"
"Zacatecas","11.11"
"Oaxaca","9.09"
"San Luis Potosí","7.69"
"Guanajuato","7.40"
"Durango","4.44"
"Guerrero","3.70"
"Campeche","3.33"
"Nayarit","0.00"
"Chiapas","0.00"
"Quintana Roo","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
"Colima","0.00"
