"Estado","% Ocupación"
"Baja California Sur","65.51"
"Chihuahua","65.00"
"Aguascalientes","59.63"
"Nuevo León","59.20"
"Zacatecas","58.76"
"Coahuila de Zaragoza","58.53"
"Ciudad de México","53.55"
"San Luis Potosí","51.15"
"Durango","50.27"
"Sonora","48.40"
"Sinaloa","44.15"
"Baja California","39.93"
"Tamaulipas","37.12"
"Jalisco","36.38"
"Hidalgo","35.90"
"Guanajuato","33.15"
"Quintana Roo","32.84"
"Oaxaca","32.09"
"Puebla","30.99"
"Nayarit","30.76"
"Querétaro","26.91"
"Colima","22.50"
"México","22.18"
"Morelos","20.67"
"Guerrero","20.08"
"Veracruz de Ignacio de La Llave","15.83"
"Tabasco","15.34"
"Michoacán de Ocampo","12.41"
"Tlaxcala","11.11"
"Yucatán","8.29"
"Chiapas","2.48"
"Campeche","0.86"
