"Estado","% Ocupación"
"Aguascalientes","40.38"
"Baja California","39.93"
"Chihuahua","39.47"
"Sonora","31.03"
"Durango","26.19"
"Coahuila de Zaragoza","14.42"
"Nuevo León","13.71"
"Puebla","12.66"
"Tlaxcala","12.06"
"Ciudad de México","11.13"
"Zacatecas","11.00"
"Tamaulipas","10.62"
"Oaxaca","10.52"
"Querétaro","10.18"
"Jalisco","8.87"
"Guanajuato","8.48"
"San Luis Potosí","7.50"
"México","6.63"
"Sinaloa","6.57"
"Hidalgo","5.88"
"Veracruz de Ignacio de La Llave","5.78"
"Nayarit","5.00"
"Morelos","4.44"
"Yucatán","4.41"
"Michoacán de Ocampo","2.63"
"Tabasco","2.60"
"Chiapas","1.89"
"Baja California Sur","1.73"
"Guerrero","1.06"
"Quintana Roo","0.99"
"Campeche","0.81"
"Colima","0.00"
