"Estado","% Ocupación"
"Tlaxcala","12.00"
"Oaxaca","5.26"
"Yucatán","5.03"
"Jalisco","3.80"
"Ciudad de México","3.44"
"Sonora","2.43"
"Veracruz de Ignacio de La Llave","2.20"
"Zacatecas","2.17"
"Morelos","2.08"
"Colima","1.96"
"Puebla","1.89"
"México","1.88"
"Aguascalientes","1.61"
"Chihuahua","1.33"
"Sinaloa","1.20"
"Tamaulipas","1.09"
"San Luis Potosí","0.98"
"Guanajuato","0.90"
"Coahuila de Zaragoza","0.88"
"Michoacán de Ocampo","0.67"
"Tabasco","0.62"
"Chiapas","0.43"
"Campeche","0.00"
"Durango","0.00"
"Hidalgo","0.00"
"Quintana Roo","0.00"
"Baja California","0.00"
"Guerrero","0.00"
"Nayarit","0.00"
"Nuevo León","0.00"
"Baja California Sur","0.00"
"Querétaro","0.00"
