"Estado","% Ocupación"
"Michoacán de Ocampo","100.00"
"Colima","100.00"
"Durango","100.00"
"Hidalgo","100.00"
"Nayarit","100.00"
"Querétaro","95.00"
"Zacatecas","94.28"
"Tlaxcala","87.50"
"Oaxaca","83.33"
"Ciudad de México","80.39"
"Jalisco","78.24"
"Nuevo León","76.02"
"Sinaloa","70.96"
"Yucatán","70.96"
"Baja California Sur","66.66"
"Veracruz de Ignacio de La Llave","65.00"
"San Luis Potosí","61.53"
"Tabasco","60.21"
"México","59.31"
"Puebla","58.25"
"Aguascalientes","48.78"
"Guerrero","47.67"
"Tamaulipas","45.65"
"Morelos","44.11"
"Guanajuato","39.28"
"Sonora","38.88"
"Quintana Roo","37.50"
"Chihuahua","20.68"
"Coahuila de Zaragoza","16.12"
"Baja California","14.28"
"Campeche","14.28"
"Chiapas","2.56"
