"Estado","% Ocupación"
"Tlaxcala","26.47"
"Querétaro","24.67"
"Aguascalientes","19.81"
"Ciudad de México","19.63"
"Nuevo León","14.32"
"Morelos","14.08"
"Oaxaca","13.69"
"Veracruz de Ignacio de La Llave","12.12"
"Jalisco","11.65"
"México","10.83"
"Michoacán de Ocampo","10.60"
"Baja California","10.38"
"Colima","10.00"
"Tamaulipas","9.58"
"Hidalgo","9.37"
"Puebla","8.33"
"Sonora","8.20"
"Tabasco","6.63"
"San Luis Potosí","6.61"
"Chihuahua","6.59"
"Yucatán","6.40"
"Baja California Sur","6.17"
"Zacatecas","6.03"
"Coahuila de Zaragoza","5.11"
"Guanajuato","5.00"
"Nayarit","4.76"
"Durango","4.44"
"Chiapas","3.48"
"Sinaloa","3.40"
"Guerrero","2.89"
"Campeche","2.58"
"Quintana Roo","0.00"
