"Estado","% Ocupación"
"Oaxaca","19.04"
"Baja California Sur","12.50"
"Nuevo León","9.11"
"Tlaxcala","8.33"
"Durango","8.16"
"Colima","7.14"
"Guerrero","5.66"
"Aguascalientes","5.55"
"Tamaulipas","5.48"
"Veracruz de Ignacio de La Llave","5.40"
"Sinaloa","5.35"
"Zacatecas","5.26"
"Chihuahua","4.54"
"Jalisco","4.17"
"Ciudad de México","3.65"
"Hidalgo","3.59"
"Coahuila de Zaragoza","2.87"
"Nayarit","2.56"
"Puebla","2.19"
"Michoacán de Ocampo","1.92"
"México","1.80"
"Guanajuato","1.62"
"Quintana Roo","1.61"
"Sonora","1.34"
"Querétaro","1.01"
"Yucatán","0.46"
"Tabasco","0.44"
"San Luis Potosí","0.44"
"Baja California","0.24"
"Morelos","0.00"
"Chiapas","0.00"
"Campeche","0.00"
