"Estado","% Ocupación"
"Chihuahua","53.50"
"Baja California","50.00"
"Aguascalientes","46.87"
"Sonora","41.68"
"Durango","33.60"
"Coahuila de Zaragoza","31.77"
"Nuevo León","26.26"
"Ciudad de México","24.06"
"Sinaloa","22.70"
"San Luis Potosí","21.35"
"Guanajuato","16.99"
"Puebla","16.51"
"Tamaulipas","11.82"
"Zacatecas","10.98"
"Jalisco","9.28"
"Querétaro","8.76"
"Nayarit","8.33"
"México","8.09"
"Baja California Sur","7.38"
"Veracruz de Ignacio de La Llave","7.30"
"Hidalgo","7.14"
"Morelos","7.00"
"Oaxaca","6.89"
"Colima","6.03"
"Guerrero","5.35"
"Quintana Roo","5.19"
"Michoacán de Ocampo","4.03"
"Tabasco","1.69"
"Yucatán","1.63"
"Chiapas","1.33"
"Campeche","1.27"
"Tlaxcala","0.89"
