"Estado","% Ocupación"
"Oaxaca","5.12"
"Aguascalientes","3.50"
"Jalisco","3.10"
"Tamaulipas","1.40"
"Ciudad de México","1.39"
"San Luis Potosí","0.98"
"Chihuahua","0.81"
"Michoacán de Ocampo","0.68"
"Yucatán","0.62"
"Nuevo León","0.60"
"Veracruz de Ignacio de La Llave","0.58"
"Puebla","0.48"
"Guanajuato","0.46"
"México","0.21"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Baja California","0.00"
"Guerrero","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Tabasco","0.00"
"Colima","0.00"
"Tlaxcala","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Sinaloa","0.00"
"Durango","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Sonora","0.00"
"Coahuila de Zaragoza","0.00"
"Querétaro","0.00"
