"Estado","% Ocupación"
"Baja California","42.71"
"Puebla","39.05"
"Chihuahua","37.93"
"Aguascalientes","37.77"
"Sonora","35.31"
"Coahuila de Zaragoza","32.48"
"Guanajuato","30.06"
"Quintana Roo","30.00"
"Sinaloa","28.39"
"Jalisco","25.24"
"Nayarit","24.76"
"Querétaro","24.37"
"Oaxaca","23.91"
"Durango","23.84"
"Nuevo León","23.65"
"Colima","23.27"
"San Luis Potosí","21.97"
"Morelos","20.28"
"Tamaulipas","19.12"
"Hidalgo","18.64"
"Guerrero","18.30"
"Ciudad de México","17.24"
"México","17.15"
"Michoacán de Ocampo","15.61"
"Veracruz de Ignacio de La Llave","13.56"
"Tabasco","13.21"
"Tlaxcala","10.52"
"Zacatecas","10.52"
"Chiapas","7.75"
"Yucatán","7.23"
"Baja California Sur","5.12"
"Campeche","4.81"
