"Estado","% Ocupación"
"Tlaxcala","12.00"
"Aguascalientes","10.00"
"Jalisco","4.65"
"Oaxaca","4.65"
"Ciudad de México","3.88"
"Yucatán","3.77"
"Colima","3.70"
"Puebla","3.31"
"Baja California Sur","2.56"
"México","2.49"
"Hidalgo","2.40"
"Chihuahua","2.15"
"San Luis Potosí","1.96"
"Nuevo León","1.62"
"Veracruz de Ignacio de La Llave","1.60"
"Sonora","1.47"
"Michoacán de Ocampo","1.25"
"Coahuila de Zaragoza","1.14"
"Sinaloa","1.11"
"Guanajuato","0.77"
"Quintana Roo","0.63"
"Tamaulipas","0.57"
"Chiapas","0.39"
"Durango","0.00"
"Baja California","0.00"
"Guerrero","0.00"
"Nayarit","0.00"
"Querétaro","0.00"
"Campeche","0.00"
"Morelos","0.00"
"Zacatecas","0.00"
"Tabasco","0.00"
