"Estado","% Ocupación"
"Tlaxcala","12.00"
"Oaxaca","5.00"
"Chihuahua","4.66"
"Yucatán","4.29"
"Nayarit","4.16"
"Ciudad de México","3.64"
"Jalisco","3.58"
"Aguascalientes","3.33"
"Baja California Sur","2.43"
"Puebla","2.38"
"Coahuila de Zaragoza","2.10"
"México","1.78"
"Durango","1.63"
"Querétaro","1.58"
"Tamaulipas","1.16"
"Sonora","1.04"
"Guanajuato","0.97"
"Sinaloa","0.94"
"Nuevo León","0.93"
"Zacatecas","0.90"
"Michoacán de Ocampo","0.64"
"Quintana Roo","0.63"
"Veracruz de Ignacio de La Llave","0.55"
"Chiapas","0.39"
"Guerrero","0.00"
"Colima","0.00"
"Campeche","0.00"
"San Luis Potosí","0.00"
"Tabasco","0.00"
"Baja California","0.00"
"Hidalgo","0.00"
"Morelos","0.00"
