"Estado","% Ocupación"
"Chihuahua","40.44"
"Baja California","38.58"
"Aguascalientes","31.37"
"Durango","25.00"
"Sonora","24.56"
"San Luis Potosí","17.59"
"Puebla","17.10"
"Coahuila de Zaragoza","15.89"
"Nuevo León","15.04"
"Ciudad de México","12.58"
"Tamaulipas","10.47"
"Sinaloa","10.21"
"Morelos","9.61"
"México","9.25"
"Guanajuato","9.14"
"Oaxaca","8.95"
"Yucatán","8.91"
"Jalisco","8.71"
"Querétaro","8.51"
"Tlaxcala","8.21"
"Colima","6.38"
"Nayarit","5.88"
"Michoacán de Ocampo","5.78"
"Zacatecas","5.50"
"Veracruz de Ignacio de La Llave","5.32"
"Hidalgo","5.21"
"Tabasco","4.45"
"Baja California Sur","3.38"
"Chiapas","1.85"
"Campeche","1.62"
"Quintana Roo","1.47"
"Guerrero","0.50"
