"Estado","% Ocupación"
"Durango","71.79"
"Aguascalientes","68.23"
"Chihuahua","67.26"
"Coahuila de Zaragoza","66.66"
"Zacatecas","63.86"
"Ciudad de México","60.78"
"Nuevo León","58.77"
"San Luis Potosí","57.82"
"Sonora","50.71"
"Baja California Sur","50.28"
"Sinaloa","48.07"
"Baja California","47.10"
"Tamaulipas","43.82"
"Hidalgo","42.45"
"Jalisco","40.53"
"Nayarit","38.52"
"Querétaro","36.84"
"Quintana Roo","36.81"
"Guanajuato","35.33"
"Oaxaca","34.02"
"Puebla","33.42"
"México","30.85"
"Morelos","23.10"
"Guerrero","22.06"
"Colima","20.17"
"Veracruz de Ignacio de La Llave","18.29"
"Michoacán de Ocampo","17.32"
"Tabasco","15.97"
"Tlaxcala","11.30"
"Yucatán","11.08"
"Campeche","3.65"
"Chiapas","2.01"
