"Estado","% Ocupación"
"Morelos","53.65"
"Aguascalientes","49.25"
"Baja California","33.33"
"Jalisco","32.37"
"Tlaxcala","32.09"
"Colima","30.68"
"Puebla","30.54"
"Oaxaca","28.43"
"Nuevo León","27.67"
"Tabasco","27.61"
"Michoacán de Ocampo","27.47"
"Querétaro","26.42"
"Ciudad de México","26.33"
"Yucatán","25.51"
"México","25.07"
"Tamaulipas","23.52"
"Veracruz de Ignacio de La Llave","23.41"
"Zacatecas","23.14"
"Coahuila de Zaragoza","22.38"
"Durango","21.27"
"Hidalgo","20.98"
"Nayarit","20.00"
"Chihuahua","16.66"
"Sonora","16.66"
"San Luis Potosí","15.38"
"Guanajuato","14.09"
"Sinaloa","11.52"
"Chiapas","10.00"
"Guerrero","6.66"
"Quintana Roo","5.91"
"Campeche","5.83"
"Baja California Sur","5.36"
