"Estado","% Ocupación"
"Puebla","65.32"
"Durango","64.84"
"Hidalgo","61.69"
"Veracruz de Ignacio de La Llave","61.16"
"Tlaxcala","58.46"
"Tabasco","57.60"
"Aguascalientes","56.03"
"Nuevo León","55.90"
"Colima","55.44"
"Oaxaca","54.37"
"México","51.11"
"Morelos","51.04"
"San Luis Potosí","50.99"
"Michoacán de Ocampo","49.77"
"Zacatecas","49.50"
"Querétaro","49.29"
"Ciudad de México","49.26"
"Jalisco","45.02"
"Sonora","44.99"
"Nayarit","43.24"
"Tamaulipas","41.28"
"Coahuila de Zaragoza","39.90"
"Guerrero","34.03"
"Guanajuato","33.41"
"Quintana Roo","32.94"
"Sinaloa","27.63"
"Baja California","25.47"
"Campeche","18.87"
"Yucatán","18.62"
"Chiapas","17.70"
"Baja California Sur","16.03"
"Chihuahua","15.76"
