"Estado","% Ocupación"
"Tlaxcala","8.00"
"Aguascalientes","7.40"
"Ciudad de México","6.83"
"Nuevo León","5.61"
"Puebla","5.50"
"Querétaro","4.76"
"Jalisco","4.72"
"Sinaloa","4.71"
"México","3.05"
"Yucatán","2.51"
"Baja California Sur","2.50"
"Oaxaca","2.43"
"Sonora","2.10"
"Colima","1.85"
"Michoacán de Ocampo","1.81"
"Durango","1.53"
"Veracruz de Ignacio de La Llave","1.37"
"Hidalgo","1.21"
"Tamaulipas","1.11"
"San Luis Potosí","0.98"
"Chiapas","0.96"
"Campeche","0.94"
"Zacatecas","0.90"
"Guanajuato","0.90"
"Guerrero","0.73"
"Chihuahua","0.66"
"Baja California","0.41"
"Nayarit","0.00"
"Morelos","0.00"
"Quintana Roo","0.00"
"Coahuila de Zaragoza","0.00"
"Tabasco","0.00"
