"Estado","% Ocupación"
"Baja California","64.24"
"Puebla","42.80"
"Chihuahua","41.42"
"Aguascalientes","37.19"
"Sonora","33.90"
"Coahuila de Zaragoza","33.33"
"Guanajuato","30.77"
"Durango","28.67"
"Querétaro","27.75"
"Jalisco","27.65"
"Sinaloa","25.50"
"San Luis Potosí","23.33"
"Morelos","23.14"
"Oaxaca","22.75"
"Nuevo León","22.65"
"Colima","22.41"
"Nayarit","22.33"
"Tamaulipas","21.95"
"Ciudad de México","21.27"
"Michoacán de Ocampo","18.39"
"Quintana Roo","17.81"
"Guerrero","17.10"
"México","16.75"
"Veracruz de Ignacio de La Llave","15.76"
"Hidalgo","15.63"
"Tabasco","14.96"
"Tlaxcala","13.15"
"Chiapas","7.50"
"Yucatán","6.93"
"Baja California Sur","5.76"
"Campeche","4.98"
"Zacatecas","4.34"
