"Estado","% Ocupación"
"Baja California Sur","57.40"
"Quintana Roo","39.36"
"Tamaulipas","34.23"
"Nuevo León","31.41"
"Nayarit","26.85"
"Durango","26.58"
"Tabasco","25.91"
"Sinaloa","25.05"
"Ciudad de México","24.07"
"Yucatán","22.86"
"Aguascalientes","21.95"
"Sonora","21.13"
"Veracruz de Ignacio de La Llave","17.65"
"Baja California","16.46"
"Hidalgo","16.08"
"Coahuila de Zaragoza","14.70"
"Oaxaca","13.75"
"México","12.81"
"Jalisco","12.71"
"Chihuahua","12.25"
"Puebla","11.00"
"Campeche","9.76"
"Colima","9.47"
"Morelos","9.38"
"Guerrero","8.09"
"Michoacán de Ocampo","5.84"
"San Luis Potosí","5.40"
"Chiapas","5.34"
"Guanajuato","4.17"
"Querétaro","3.96"
"Zacatecas","2.54"
"Tlaxcala","1.35"
