"Estado","% Ocupación"
"Baja California","43.01"
"Chihuahua","35.00"
"Durango","29.72"
"Aguascalientes","28.57"
"Puebla","20.80"
"Sonora","20.39"
"Baja California Sur","17.64"
"Coahuila de Zaragoza","17.50"
"Nuevo León","17.09"
"Ciudad de México","16.37"
"San Luis Potosí","13.11"
"Tlaxcala","12.00"
"Querétaro","11.40"
"Jalisco","10.96"
"Sinaloa","10.60"
"Tamaulipas","10.28"
"Morelos","9.61"
"México","9.59"
"Guanajuato","8.14"
"Yucatán","7.73"
"Zacatecas","7.47"
"Colima","7.46"
"Oaxaca","6.31"
"Nayarit","6.25"
"Tabasco","6.12"
"Hidalgo","5.93"
"Veracruz de Ignacio de La Llave","4.80"
"Michoacán de Ocampo","4.21"
"Campeche","4.00"
"Quintana Roo","2.01"
"Chiapas","1.49"
"Guerrero","1.01"
