"Estado","% Ocupación"
"Colima","100.00"
"Querétaro","90.00"
"Aguascalientes","65.51"
"Zacatecas","65.00"
"Yucatán","52.00"
"Puebla","47.05"
"Tabasco","38.93"
"Guanajuato","38.29"
"Durango","36.17"
"México","35.95"
"Tamaulipas","35.92"
"Chihuahua","34.88"
"Ciudad de México","32.54"
"San Luis Potosí","32.50"
"Baja California","32.35"
"Nuevo León","30.20"
"Jalisco","29.41"
"Sonora","26.53"
"Veracruz de Ignacio de La Llave","26.15"
"Michoacán de Ocampo","25.00"
"Morelos","21.73"
"Sinaloa","18.86"
"Oaxaca","18.51"
"Chiapas","13.95"
"Quintana Roo","11.32"
"Hidalgo","10.71"
"Guerrero","3.57"
"Coahuila de Zaragoza","3.22"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Campeche","0.00"
