"Estado","% Ocupación"
"Sinaloa","14.01"
"Oaxaca","12.82"
"Baja California Sur","11.76"
"Querétaro","9.75"
"Nayarit","8.88"
"Colima","8.47"
"Nuevo León","8.25"
"Chihuahua","8.06"
"Durango","6.89"
"Aguascalientes","5.71"
"Ciudad de México","5.40"
"Tamaulipas","5.26"
"Sonora","4.65"
"Jalisco","4.60"
"Tlaxcala","4.54"
"Veracruz de Ignacio de La Llave","3.21"
"Coahuila de Zaragoza","3.07"
"Quintana Roo","2.98"
"Puebla","2.71"
"Guerrero","2.56"
"Yucatán","1.99"
"Guanajuato","1.86"
"México","1.71"
"Baja California","1.36"
"Michoacán de Ocampo","1.08"
"San Luis Potosí","0.88"
"Tabasco","0.87"
"Morelos","0.78"
"Campeche","0.35"
"Chiapas","0.00"
"Zacatecas","0.00"
"Hidalgo","0.00"
