"Estado","% Ocupación"
"Tlaxcala","12.00"
"Sonora","5.47"
"Jalisco","3.53"
"Yucatán","3.06"
"Oaxaca","2.77"
"México","2.54"
"Ciudad de México","2.37"
"Colima","1.88"
"Coahuila de Zaragoza","1.80"
"Puebla","1.42"
"Tabasco","1.27"
"Hidalgo","1.25"
"Tamaulipas","1.12"
"Veracruz de Ignacio de La Llave","0.90"
"Chihuahua","0.67"
"Guanajuato","0.62"
"Nuevo León","0.59"
"Baja California","0.45"
"Chiapas","0.38"
"Nayarit","0.00"
"Michoacán de Ocampo","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"San Luis Potosí","0.00"
"Sinaloa","0.00"
"Aguascalientes","0.00"
"Querétaro","0.00"
"Campeche","0.00"
"Morelos","0.00"
"Zacatecas","0.00"
"Guerrero","0.00"
"Durango","0.00"
