"Estado","% Ocupación"
"Chihuahua","40.95"
"Aguascalientes","39.04"
"Baja California","38.56"
"Sonora","29.86"
"Durango","25.00"
"Nuevo León","16.43"
"Coahuila de Zaragoza","12.90"
"Ciudad de México","11.21"
"Oaxaca","9.63"
"Sinaloa","8.45"
"Zacatecas","8.25"
"Tlaxcala","7.69"
"Puebla","7.64"
"San Luis Potosí","7.31"
"Morelos","6.52"
"Tamaulipas","6.41"
"Querétaro","5.90"
"Yucatán","5.78"
"Guanajuato","5.62"
"Jalisco","5.48"
"Veracruz de Ignacio de La Llave","4.40"
"Baja California Sur","4.20"
"México","4.19"
"Hidalgo","4.04"
"Michoacán de Ocampo","2.70"
"Nayarit","2.56"
"Colima","2.32"
"Chiapas","1.52"
"Tabasco","1.35"
"Guerrero","1.09"
"Quintana Roo","0.99"
"Campeche","0.00"
