"Estado","% Ocupación"
"Colima","85.71"
"Nuevo León","72.67"
"Ciudad de México","70.54"
"Hidalgo","66.97"
"Nayarit","65.21"
"Oaxaca","62.80"
"Durango","56.16"
"Jalisco","52.10"
"Tlaxcala","51.85"
"Sinaloa","48.07"
"México","47.48"
"Veracruz de Ignacio de La Llave","45.89"
"Guerrero","41.62"
"Sonora","41.58"
"Puebla","39.20"
"Baja California Sur","37.22"
"Morelos","37.14"
"San Luis Potosí","36.36"
"Yucatán","35.05"
"Tabasco","35.00"
"Michoacán de Ocampo","32.87"
"Querétaro","31.35"
"Zacatecas","30.00"
"Aguascalientes","29.83"
"Tamaulipas","27.88"
"Quintana Roo","25.64"
"Chiapas","24.82"
"Baja California","17.56"
"Campeche","16.54"
"Coahuila de Zaragoza","15.92"
"Chihuahua","15.92"
"Guanajuato","9.67"
