"Estado","% Ocupación"
"Aguascalientes","51.12"
"Tabasco","38.32"
"Puebla","37.60"
"Jalisco","36.65"
"Morelos","33.80"
"Nayarit","33.33"
"Colima","31.76"
"Baja California","31.25"
"Michoacán de Ocampo","31.16"
"Nuevo León","30.53"
"Yucatán","30.20"
"Ciudad de México","29.93"
"Chihuahua","28.88"
"Oaxaca","27.18"
"Tlaxcala","27.11"
"Durango","26.86"
"Hidalgo","26.66"
"México","25.92"
"Querétaro","25.40"
"Tamaulipas","25.22"
"Veracruz de Ignacio de La Llave","24.25"
"Zacatecas","24.07"
"Coahuila de Zaragoza","18.11"
"Sonora","15.84"
"San Luis Potosí","14.81"
"Sinaloa","13.48"
"Guanajuato","12.66"
"Chiapas","12.26"
"Baja California Sur","7.89"
"Campeche","6.71"
"Quintana Roo","6.48"
"Guerrero","4.72"
