"Estado","% Ocupación"
"Colima","81.37"
"Ciudad de México","71.30"
"Hidalgo","70.16"
"Nayarit","66.66"
"Tlaxcala","64.70"
"Oaxaca","62.23"
"Nuevo León","61.15"
"Jalisco","59.33"
"Tabasco","57.67"
"Veracruz de Ignacio de La Llave","53.88"
"México","51.62"
"Guerrero","49.75"
"San Luis Potosí","48.87"
"Durango","43.58"
"Morelos","43.42"
"Sinaloa","41.28"
"Michoacán de Ocampo","40.78"
"Sonora","37.81"
"Querétaro","37.03"
"Yucatán","36.64"
"Puebla","36.39"
"Zacatecas","35.60"
"Aguascalientes","33.07"
"Tamaulipas","30.00"
"Baja California Sur","27.22"
"Quintana Roo","24.06"
"Coahuila de Zaragoza","23.77"
"Baja California","22.22"
"Chiapas","19.55"
"Campeche","13.23"
"Chihuahua","13.19"
"Guanajuato","13.05"
