"Estado","% Ocupación"
"Aguascalientes","18.42"
"Nuevo León","16.75"
"Sinaloa","8.20"
"Chihuahua","7.57"
"Sonora","7.03"
"Oaxaca","6.55"
"Tamaulipas","6.26"
"Baja California Sur","6.15"
"Puebla","4.31"
"Tlaxcala","4.25"
"Veracruz de Ignacio de La Llave","3.66"
"Hidalgo","3.61"
"Durango","3.50"
"Guerrero","3.28"
"Colima","3.22"
"Jalisco","3.15"
"Nayarit","2.43"
"Ciudad de México","2.42"
"México","2.24"
"Coahuila de Zaragoza","1.88"
"Guanajuato","1.40"
"Baja California","0.97"
"Yucatán","0.92"
"San Luis Potosí","0.89"
"Tabasco","0.89"
"Michoacán de Ocampo","0.76"
"Quintana Roo","0.75"
"Morelos","0.00"
"Campeche","0.00"
"Chiapas","0.00"
"Zacatecas","0.00"
"Querétaro","0.00"
