"Estado","% Ocupación"
"Morelos","100.00"
"Querétaro","75.00"
"Oaxaca","66.66"
"Zacatecas","61.11"
"Yucatán","50.00"
"Guanajuato","46.29"
"Aguascalientes","45.16"
"Durango","41.86"
"Baja California","40.00"
"Sonora","40.00"
"Puebla","33.92"
"Colima","33.33"
"Michoacán de Ocampo","30.00"
"Chihuahua","28.57"
"México","23.95"
"Tamaulipas","23.63"
"Coahuila de Zaragoza","22.22"
"Tabasco","21.90"
"Jalisco","21.73"
"Chiapas","21.27"
"Nuevo León","20.85"
"Ciudad de México","18.37"
"San Luis Potosí","17.77"
"Sinaloa","17.77"
"Veracruz de Ignacio de La Llave","11.76"
"Hidalgo","10.71"
"Quintana Roo","4.08"
"Campeche","3.22"
"Guerrero","1.92"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
