"Estado","% Ocupación"
"Baja California Sur","69.59"
"Quintana Roo","41.48"
"Ciudad de México","39.50"
"Tamaulipas","39.05"
"Sinaloa","38.21"
"Sonora","33.04"
"Nayarit","29.66"
"Tabasco","29.46"
"Veracruz de Ignacio de La Llave","28.20"
"Durango","27.84"
"Yucatán","27.82"
"Oaxaca","24.81"
"Nuevo León","21.65"
"Jalisco","17.20"
"Hidalgo","17.07"
"México","15.51"
"Campeche","14.80"
"Guerrero","14.40"
"Aguascalientes","14.16"
"Puebla","12.30"
"Michoacán de Ocampo","11.51"
"Colima","11.11"
"Baja California","10.61"
"Chihuahua","10.32"
"San Luis Potosí","9.73"
"Morelos","7.40"
"Querétaro","6.01"
"Chiapas","5.94"
"Coahuila de Zaragoza","5.05"
"Zacatecas","5.00"
"Tlaxcala","4.54"
"Guanajuato","2.12"
