"Estado","% Ocupación"
"Aguascalientes","55.39"
"Puebla","55.38"
"Tlaxcala","51.14"
"Hidalgo","49.60"
"Michoacán de Ocampo","47.84"
"Nayarit","46.97"
"Durango","46.51"
"Nuevo León","45.88"
"Oaxaca","44.16"
"Tamaulipas","43.65"
"Veracruz de Ignacio de La Llave","43.60"
"Tabasco","41.66"
"San Luis Potosí","41.26"
"Ciudad de México","40.88"
"Morelos","40.06"
"Querétaro","39.95"
"Sonora","38.53"
"Coahuila de Zaragoza","38.31"
"México","37.70"
"Sinaloa","33.52"
"Guanajuato","33.44"
"Jalisco","33.25"
"Guerrero","29.68"
"Colima","29.35"
"Baja California","27.59"
"Zacatecas","26.88"
"Quintana Roo","23.60"
"Chihuahua","21.61"
"Yucatán","16.61"
"Campeche","15.23"
"Chiapas","13.80"
"Baja California Sur","7.72"
