"Estado","% Ocupación"
"Querétaro","47.16"
"Ciudad de México","42.57"
"Oaxaca","40.29"
"Baja California Sur","39.02"
"Aguascalientes","38.64"
"Nayarit","36.76"
"Hidalgo","36.17"
"Sonora","35.24"
"Durango","34.81"
"Veracruz de Ignacio de La Llave","34.57"
"Chihuahua","34.45"
"Nuevo León","33.93"
"Jalisco","33.35"
"Morelos","32.07"
"México","27.96"
"Puebla","27.58"
"Tamaulipas","27.45"
"San Luis Potosí","26.70"
"Coahuila de Zaragoza","26.66"
"Michoacán de Ocampo","25.91"
"Colima","25.45"
"Baja California","24.52"
"Guanajuato","23.86"
"Sinaloa","23.39"
"Guerrero","23.16"
"Tlaxcala","22.38"
"Zacatecas","20.14"
"Tabasco","15.57"
"Quintana Roo","13.81"
"Yucatán","8.87"
"Chiapas","6.03"
"Campeche","4.67"
