"Estado","% Ocupación"
"Baja California Sur","28.75"
"Sinaloa","11.81"
"Nuevo León","10.58"
"Querétaro","10.47"
"Colima","9.83"
"Guerrero","9.75"
"Veracruz de Ignacio de La Llave","9.46"
"Oaxaca","9.25"
"Quintana Roo","7.74"
"Chihuahua","7.69"
"Tamaulipas","6.80"
"Ciudad de México","5.92"
"Zacatecas","5.12"
"Aguascalientes","5.00"
"Coahuila de Zaragoza","4.86"
"Jalisco","4.67"
"Sonora","4.44"
"Durango","3.70"
"San Luis Potosí","3.09"
"Hidalgo","2.83"
"Michoacán de Ocampo","2.43"
"Tlaxcala","2.32"
"México","2.24"
"Guanajuato","1.94"
"Baja California","1.90"
"Puebla","1.42"
"Yucatán","0.93"
"Tabasco","0.93"
"Campeche","0.34"
"Chiapas","0.00"
"Nayarit","0.00"
"Morelos","0.00"
