"Estado","% Ocupación"
"Baja California","37.08"
"Aguascalientes","29.60"
"Baja California Sur","24.24"
"Morelos","23.25"
"Jalisco","20.78"
"Oaxaca","18.68"
"Ciudad de México","18.56"
"Puebla","18.08"
"Durango","17.44"
"Tlaxcala","16.66"
"Chihuahua","16.26"
"Nayarit","15.68"
"Zacatecas","15.59"
"Sonora","15.42"
"Nuevo León","14.54"
"Tabasco","13.98"
"Colima","13.04"
"Querétaro","12.93"
"San Luis Potosí","12.50"
"Guanajuato","12.31"
"Michoacán de Ocampo","12.30"
"Hidalgo","12.23"
"Veracruz de Ignacio de La Llave","11.81"
"México","11.07"
"Sinaloa","10.13"
"Yucatán","9.84"
"Quintana Roo","6.57"
"Coahuila de Zaragoza","6.52"
"Tamaulipas","5.96"
"Campeche","5.78"
"Guerrero","5.72"
"Chiapas","5.71"
