"Estado","% Ocupación"
"Durango","100.00"
"Nayarit","100.00"
"Colima","100.00"
"Oaxaca","91.11"
"Querétaro","90.00"
"Zacatecas","88.88"
"Sinaloa","82.41"
"Nuevo León","78.10"
"Ciudad de México","74.24"
"Michoacán de Ocampo","68.42"
"Jalisco","56.17"
"Yucatán","56.00"
"Hidalgo","52.94"
"México","50.68"
"Puebla","50.61"
"San Luis Potosí","50.00"
"Sonora","47.91"
"Guanajuato","46.42"
"Coahuila de Zaragoza","45.45"
"Guerrero","45.00"
"Tamaulipas","42.57"
"Veracruz de Ignacio de La Llave","41.83"
"Aguascalientes","35.89"
"Tabasco","34.21"
"Quintana Roo","32.81"
"Chiapas","32.20"
"Chihuahua","29.23"
"Morelos","25.00"
"Baja California","8.10"
"Campeche","6.25"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
