"Estado","% Ocupación"
"Colima","75.47"
"Tabasco","61.71"
"Nuevo León","58.96"
"Hidalgo","58.23"
"Ciudad de México","57.86"
"Veracruz de Ignacio de La Llave","55.77"
"Oaxaca","55.28"
"Jalisco","55.14"
"Nayarit","51.28"
"Puebla","49.58"
"Morelos","49.42"
"Tamaulipas","45.63"
"Aguascalientes","45.08"
"Tlaxcala","44.91"
"México","43.27"
"Yucatán","42.54"
"Michoacán de Ocampo","41.37"
"San Luis Potosí","40.24"
"Sonora","38.34"
"Querétaro","34.73"
"Durango","34.18"
"Guerrero","33.00"
"Zacatecas","32.84"
"Sinaloa","30.58"
"Coahuila de Zaragoza","27.16"
"Baja California","21.36"
"Baja California Sur","19.38"
"Quintana Roo","18.77"
"Chiapas","18.21"
"Chihuahua","17.74"
"Guanajuato","16.59"
"Campeche","14.49"
