"Estado","% Ocupación"
"Baja California Sur","38.70"
"Querétaro","29.31"
"Sinaloa","26.60"
"Chihuahua","22.95"
"Aguascalientes","18.75"
"Nuevo León","15.13"
"Zacatecas","14.28"
"Oaxaca","13.51"
"Durango","13.04"
"Tamaulipas","11.51"
"Nayarit","10.52"
"Ciudad de México","7.81"
"Colima","7.40"
"Guerrero","6.06"
"Veracruz de Ignacio de La Llave","5.83"
"Sonora","5.50"
"Jalisco","4.91"
"Coahuila de Zaragoza","4.76"
"Quintana Roo","3.73"
"Guanajuato","3.15"
"Michoacán de Ocampo","2.87"
"San Luis Potosí","2.36"
"Tlaxcala","2.32"
"México","2.18"
"Hidalgo","2.14"
"Puebla","2.08"
"Yucatán","2.00"
"Baja California","1.66"
"Morelos","1.55"
"Tabasco","0.80"
"Campeche","0.73"
"Chiapas","0.00"
