"Estado","% Ocupación"
"Nuevo León","33.51"
"Aguascalientes","32.39"
"Tlaxcala","16.17"
"Chihuahua","15.33"
"Durango","15.00"
"Colima","14.63"
"Querétaro","14.52"
"Veracruz de Ignacio de La Llave","14.40"
"Ciudad de México","13.51"
"Sinaloa","11.96"
"Baja California Sur","11.84"
"Coahuila de Zaragoza","11.76"
"Sonora","11.72"
"Tamaulipas","11.04"
"Puebla","10.46"
"Hidalgo","10.37"
"Jalisco","10.18"
"Oaxaca","9.55"
"Nayarit","8.69"
"Michoacán de Ocampo","7.46"
"San Luis Potosí","7.14"
"México","7.09"
"Zacatecas","6.97"
"Guerrero","6.37"
"Baja California","6.21"
"Morelos","6.11"
"Guanajuato","6.09"
"Quintana Roo","4.86"
"Chiapas","3.65"
"Tabasco","2.73"
"Yucatán","2.13"
"Campeche","0.78"
