"Estado","% Ocupación"
"Baja California","50.48"
"Aguascalientes","42.59"
"Chihuahua","36.94"
"Durango","24.19"
"Sonora","22.72"
"Coahuila de Zaragoza","21.68"
"Baja California Sur","18.18"
"Zacatecas","12.84"
"Nuevo León","11.24"
"Sinaloa","10.23"
"Guanajuato","9.94"
"San Luis Potosí","9.48"
"Jalisco","9.41"
"Hidalgo","8.73"
"Puebla","8.66"
"Colima","7.50"
"Querétaro","7.30"
"Nayarit","6.81"
"Tamaulipas","6.41"
"Tlaxcala","6.34"
"Morelos","6.25"
"Veracruz de Ignacio de La Llave","4.78"
"Ciudad de México","4.58"
"Michoacán de Ocampo","4.21"
"Yucatán","3.89"
"México","3.66"
"Oaxaca","3.33"
"Tabasco","2.89"
"Guerrero","1.85"
"Chiapas","0.76"
"Quintana Roo","0.00"
"Campeche","0.00"
