"Estado","% Ocupación"
"Baja California","53.68"
"Aguascalientes","45.60"
"Coahuila de Zaragoza","38.71"
"Nayarit","37.14"
"Querétaro","35.75"
"Guanajuato","33.92"
"Durango","33.88"
"Puebla","33.66"
"Ciudad de México","32.92"
"Tamaulipas","32.71"
"Nuevo León","31.86"
"Chihuahua","31.72"
"Sonora","30.54"
"Michoacán de Ocampo","30.50"
"Morelos","30.48"
"Tabasco","30.10"
"Jalisco","29.20"
"Yucatán","28.53"
"Sinaloa","27.38"
"Hidalgo","26.95"
"México","26.46"
"Oaxaca","26.15"
"San Luis Potosí","25.96"
"Colima","22.66"
"Veracruz de Ignacio de La Llave","22.26"
"Zacatecas","20.79"
"Guerrero","20.64"
"Tlaxcala","19.08"
"Quintana Roo","19.07"
"Chiapas","10.28"
"Baja California Sur","7.86"
"Campeche","6.01"
