"Estado","% Ocupación"
"Tlaxcala","14.28"
"Jalisco","3.06"
"Sonora","2.89"
"Yucatán","2.50"
"Tabasco","1.91"
"Aguascalientes","1.75"
"México","1.31"
"Sinaloa","1.19"
"Veracruz de Ignacio de La Llave","1.19"
"San Luis Potosí","1.08"
"Baja California","0.98"
"Ciudad de México","0.90"
"Michoacán de Ocampo","0.69"
"Nuevo León","0.56"
"Puebla","0.48"
"Guanajuato","0.46"
"Chihuahua","0.00"
"Guerrero","0.00"
"Tamaulipas","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Campeche","0.00"
"Baja California Sur","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Querétaro","0.00"
"Durango","0.00"
"Colima","0.00"
"Morelos","0.00"
"Zacatecas","0.00"
"Quintana Roo","0.00"
"Coahuila de Zaragoza","0.00"
