"Estado","% Ocupación"
"Tlaxcala","16.00"
"Chihuahua","4.66"
"Nayarit","4.16"
"Jalisco","3.50"
"Oaxaca","3.22"
"Ciudad de México","3.19"
"Yucatán","3.10"
"Sonora","2.22"
"Coahuila de Zaragoza","2.08"
"México","1.92"
"Puebla","1.88"
"Colima","1.88"
"Aguascalientes","1.69"
"Hidalgo","1.25"
"Guanajuato","1.06"
"San Luis Potosí","0.98"
"Zacatecas","0.90"
"Nuevo León","0.56"
"Tamaulipas","0.56"
"Veracruz de Ignacio de La Llave","0.44"
"Chiapas","0.39"
"Guerrero","0.00"
"Durango","0.00"
"Campeche","0.00"
"Querétaro","0.00"
"Tabasco","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Baja California","0.00"
"Michoacán de Ocampo","0.00"
"Sinaloa","0.00"
"Morelos","0.00"
