"Estado","% Ocupación"
"Tlaxcala","9.52"
"Oaxaca","8.33"
"Jalisco","3.80"
"Yucatán","3.12"
"Durango","2.38"
"Nuevo León","1.87"
"Veracruz de Ignacio de La Llave","1.85"
"Tamaulipas","1.83"
"Puebla","1.43"
"Zacatecas","1.16"
"Ciudad de México","1.09"
"San Luis Potosí","0.98"
"Chihuahua","0.80"
"México","0.77"
"Baja California","0.49"
"Guanajuato","0.45"
"Guerrero","0.00"
"Tabasco","0.00"
"Nayarit","0.00"
"Michoacán de Ocampo","0.00"
"Campeche","0.00"
"Coahuila de Zaragoza","0.00"
"Hidalgo","0.00"
"Sinaloa","0.00"
"Chiapas","0.00"
"Aguascalientes","0.00"
"Colima","0.00"
"Morelos","0.00"
"Sonora","0.00"
"Querétaro","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
