"Estado","% Ocupación"
"Baja California","36.75"
"Chihuahua","35.97"
"Aguascalientes","29.59"
"Durango","26.76"
"Sonora","25.94"
"Puebla","17.21"
"Coahuila de Zaragoza","17.09"
"San Luis Potosí","15.88"
"Nuevo León","15.81"
"Ciudad de México","15.09"
"Tlaxcala","10.81"
"México","10.26"
"Sinaloa","10.14"
"Querétaro","9.87"
"Tamaulipas","9.60"
"Morelos","9.43"
"Jalisco","9.40"
"Guanajuato","9.13"
"Yucatán","8.00"
"Oaxaca","7.36"
"Zacatecas","6.42"
"Nayarit","6.38"
"Tabasco","6.12"
"Hidalgo","5.71"
"Veracruz de Ignacio de La Llave","5.38"
"Michoacán de Ocampo","5.31"
"Colima","4.47"
"Baja California Sur","3.41"
"Quintana Roo","1.98"
"Chiapas","1.87"
"Campeche","1.65"
"Guerrero","0.52"
