"Estado","% Ocupación"
"Baja California","40.29"
"Chihuahua","37.76"
"Durango","33.33"
"Aguascalientes","30.92"
"Sonora","24.86"
"Puebla","17.64"
"Ciudad de México","16.37"
"Nuevo León","15.08"
"Coahuila de Zaragoza","14.37"
"San Luis Potosí","13.44"
"Querétaro","11.16"
"Jalisco","10.97"
"Tlaxcala","10.81"
"México","10.10"
"Sinaloa","10.00"
"Tamaulipas","10.00"
"Yucatán","9.45"
"Morelos","9.43"
"Oaxaca","8.60"
"Guanajuato","8.56"
"Nayarit","6.38"
"Michoacán de Ocampo","5.82"
"Veracruz de Ignacio de La Llave","5.78"
"Tabasco","5.30"
"Hidalgo","5.17"
"Zacatecas","4.58"
"Baja California Sur","4.23"
"Colima","3.75"
"Campeche","2.43"
"Chiapas","1.50"
"Guerrero","0.97"
"Quintana Roo","0.00"
