"Estado","% Ocupación"
"Chihuahua","65.51"
"Baja California","50.44"
"Sonora","46.82"
"Aguascalientes","38.46"
"Coahuila de Zaragoza","38.23"
"Durango","37.59"
"Puebla","32.37"
"Nuevo León","29.96"
"Guanajuato","23.44"
"San Luis Potosí","20.58"
"Sinaloa","20.40"
"Querétaro","14.06"
"Ciudad de México","13.93"
"Jalisco","13.87"
"Hidalgo","13.49"
"Tamaulipas","13.33"
"Nayarit","12.63"
"México","12.34"
"Quintana Roo","11.39"
"Oaxaca","10.81"
"Tlaxcala","10.43"
"Michoacán de Ocampo","10.39"
"Morelos","10.00"
"Zacatecas","9.27"
"Veracruz de Ignacio de La Llave","8.21"
"Baja California Sur","7.74"
"Guerrero","7.64"
"Colima","7.21"
"Tabasco","5.52"
"Yucatán","3.62"
"Chiapas","2.00"
"Campeche","1.15"
