"Estado","% Ocupación"
"Querétaro","32.75"
"Baja California Sur","30.50"
"Sinaloa","24.13"
"Aguascalientes","22.22"
"Colima","21.21"
"Durango","20.58"
"Coahuila de Zaragoza","17.77"
"Chihuahua","17.24"
"Nuevo León","14.46"
"Nayarit","13.15"
"Oaxaca","11.22"
"Zacatecas","9.52"
"Veracruz de Ignacio de La Llave","9.36"
"Hidalgo","8.94"
"Tamaulipas","8.81"
"Sonora","7.81"
"Ciudad de México","7.66"
"Jalisco","5.64"
"Guerrero","5.00"
"Tlaxcala","4.54"
"Quintana Roo","4.44"
"Guanajuato","3.80"
"Michoacán de Ocampo","3.07"
"México","2.98"
"San Luis Potosí","2.65"
"Tabasco","2.56"
"Morelos","2.46"
"Puebla","2.08"
"Yucatán","2.04"
"Baja California","1.67"
"Campeche","0.34"
"Chiapas","0.00"
