"Estado","% Ocupación"
"Colima","100.00"
"Zacatecas","100.00"
"Querétaro","85.00"
"Yucatán","78.26"
"Durango","76.59"
"Michoacán de Ocampo","71.42"
"Ciudad de México","71.01"
"Oaxaca","69.44"
"Tabasco","64.93"
"Puebla","64.00"
"Nuevo León","59.67"
"Jalisco","59.29"
"Tamaulipas","54.12"
"Guanajuato","53.57"
"Aguascalientes","51.61"
"México","50.52"
"Tlaxcala","50.00"
"San Luis Potosí","50.00"
"Veracruz de Ignacio de La Llave","46.98"
"Hidalgo","36.36"
"Sinaloa","34.21"
"Sonora","33.33"
"Morelos","31.42"
"Quintana Roo","30.64"
"Chihuahua","25.00"
"Coahuila de Zaragoza","23.07"
"Baja California","22.58"
"Campeche","13.33"
"Guerrero","9.52"
"Chiapas","9.52"
"Baja California Sur","0.00"
"Nayarit","0.00"
