"Estado","% Ocupación"
"Aguascalientes","72.10"
"Colima","43.47"
"Chihuahua","42.10"
"Jalisco","40.55"
"Ciudad de México","40.02"
"Hidalgo","38.20"
"Morelos","36.53"
"Nuevo León","36.47"
"Baja California","35.29"
"Nayarit","34.42"
"Zacatecas","33.98"
"Sonora","30.55"
"Querétaro","28.90"
"Durango","27.87"
"México","25.35"
"Tamaulipas","25.00"
"Coahuila de Zaragoza","24.70"
"Puebla","24.11"
"Sinaloa","23.22"
"Baja California Sur","21.17"
"Tlaxcala","20.31"
"Oaxaca","19.64"
"Veracruz de Ignacio de La Llave","18.21"
"Yucatán","17.79"
"San Luis Potosí","17.64"
"Michoacán de Ocampo","16.90"
"Guanajuato","16.61"
"Tabasco","16.14"
"Guerrero","12.72"
"Quintana Roo","10.16"
"Chiapas","2.91"
"Campeche","0.80"
