"Estado","% Ocupación"
"Morelos","45.65"
"Aguascalientes","44.09"
"Baja California","40.55"
"Tlaxcala","26.66"
"Jalisco","24.94"
"Nayarit","23.72"
"Colima","22.36"
"Tabasco","21.77"
"Puebla","21.28"
"Querétaro","21.26"
"Ciudad de México","18.79"
"Michoacán de Ocampo","18.71"
"Chihuahua","17.74"
"Durango","17.46"
"Veracruz de Ignacio de La Llave","17.22"
"Yucatán","17.18"
"Nuevo León","17.11"
"Oaxaca","16.66"
"México","15.62"
"Zacatecas","15.45"
"Tamaulipas","15.38"
"Hidalgo","14.70"
"Sonora","14.52"
"Guanajuato","14.24"
"Coahuila de Zaragoza","12.59"
"San Luis Potosí","11.66"
"Sinaloa","9.74"
"Campeche","5.88"
"Chiapas","5.79"
"Quintana Roo","4.43"
"Guerrero","3.03"
"Baja California Sur","2.70"
