"Estado","% Ocupación"
"Nayarit","79.01"
"Ciudad de México","73.09"
"Colima","68.31"
"Durango","66.05"
"Guerrero","65.63"
"Sinaloa","61.23"
"Hidalgo","60.41"
"Nuevo León","59.08"
"Veracruz de Ignacio de La Llave","56.57"
"Quintana Roo","51.35"
"Jalisco","49.29"
"Sonora","49.26"
"México","48.92"
"Morelos","46.87"
"Zacatecas","43.75"
"Oaxaca","41.53"
"Puebla","41.42"
"Tamaulipas","36.36"
"Querétaro","35.46"
"Michoacán de Ocampo","34.08"
"Baja California Sur","34.04"
"Tlaxcala","30.43"
"Aguascalientes","27.88"
"San Luis Potosí","26.14"
"Coahuila de Zaragoza","25.44"
"Tabasco","23.49"
"Chiapas","19.07"
"Baja California","18.11"
"Chihuahua","17.86"
"Yucatán","17.30"
"Guanajuato","10.18"
"Campeche","8.84"
