"Estado","% Ocupación"
"Durango","18.75"
"Baja California Sur","15.27"
"Aguascalientes","14.28"
"Nayarit","13.63"
"Oaxaca","12.82"
"Sinaloa","12.50"
"Colima","11.66"
"Nuevo León","8.76"
"Sonora","7.52"
"Guerrero","7.31"
"Ciudad de México","7.05"
"Jalisco","5.88"
"Chihuahua","5.76"
"Quintana Roo","5.07"
"Zacatecas","5.00"
"Querétaro","4.90"
"Tamaulipas","4.69"
"Veracruz de Ignacio de La Llave","3.46"
"Coahuila de Zaragoza","2.50"
"Morelos","2.42"
"Guanajuato","2.36"
"San Luis Potosí","1.76"
"México","1.59"
"Michoacán de Ocampo","1.38"
"Yucatán","1.24"
"Baja California","1.20"
"Puebla","0.77"
"Hidalgo","0.72"
"Tabasco","0.47"
"Campeche","0.38"
"Chiapas","0.00"
"Tlaxcala","0.00"
