"Estado","% Ocupación"
"Puebla","14.70"
"Coahuila de Zaragoza","12.50"
"Sinaloa","7.14"
"México","6.66"
"Sonora","5.88"
"Zacatecas","5.55"
"Yucatán","5.55"
"Chihuahua","4.76"
"Nuevo León","2.89"
"Ciudad de México","2.46"
"Tamaulipas","2.00"
"Jalisco","1.58"
"Tabasco","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Guerrero","0.00"
"San Luis Potosí","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Querétaro","0.00"
"Campeche","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Aguascalientes","0.00"
"Colima","0.00"
"Durango","0.00"
"Guanajuato","0.00"
"Morelos","0.00"
"Baja California","0.00"
