"Estado","% Ocupación"
"Nayarit","100.00"
"Yucatán","78.26"
"Tamaulipas","37.50"
"Durango","37.50"
"Sonora","36.17"
"Nuevo León","35.33"
"Colima","33.33"
"Tabasco","32.50"
"Quintana Roo","31.66"
"Zacatecas","27.77"
"México","27.17"
"Sinaloa","27.16"
"Ciudad de México","24.36"
"Puebla","23.07"
"Coahuila de Zaragoza","20.00"
"Campeche","18.75"
"Veracruz de Ignacio de La Llave","18.39"
"Oaxaca","13.11"
"Querétaro","12.50"
"San Luis Potosí","12.00"
"Jalisco","11.76"
"Baja California","11.62"
"Aguascalientes","9.67"
"Guanajuato","8.92"
"Chihuahua","8.57"
"Michoacán de Ocampo","8.33"
"Guerrero","6.41"
"Chiapas","2.12"
"Morelos","0.00"
"Baja California Sur","0.00"
"Hidalgo","0.00"
"Tlaxcala","0.00"
