"Estado","% Ocupación"
"Colima","20.63"
"Nuevo León","19.94"
"Ciudad de México","13.73"
"Chihuahua","13.67"
"Sinaloa","11.51"
"Querétaro","9.80"
"Durango","9.00"
"Veracruz de Ignacio de La Llave","8.38"
"Hidalgo","8.15"
"Aguascalientes","7.89"
"Coahuila de Zaragoza","6.91"
"Jalisco","6.65"
"Tamaulipas","6.64"
"Sonora","6.59"
"Tlaxcala","6.25"
"Oaxaca","5.97"
"Baja California Sur","5.88"
"Guerrero","5.14"
"Puebla","4.78"
"Zacatecas","4.59"
"México","4.27"
"Baja California","4.07"
"Guanajuato","4.00"
"Morelos","3.29"
"Michoacán de Ocampo","2.60"
"Nayarit","2.22"
"San Luis Potosí","2.13"
"Chiapas","1.57"
"Quintana Roo","1.51"
"Tabasco","1.32"
"Yucatán","0.92"
"Campeche","0.55"
