"Estado","% Ocupación"
"Nuevo León","43.65"
"Aguascalientes","43.02"
"Querétaro","28.94"
"Ciudad de México","22.69"
"Hidalgo","22.56"
"Baja California Sur","22.53"
"Colima","22.42"
"Chihuahua","21.60"
"Sinaloa","21.45"
"Tlaxcala","17.91"
"Veracruz de Ignacio de La Llave","17.45"
"Durango","15.78"
"Oaxaca","14.77"
"Sonora","14.10"
"Puebla","13.96"
"Nayarit","13.33"
"Jalisco","13.02"
"México","12.04"
"San Luis Potosí","11.45"
"Morelos","11.23"
"Baja California","10.24"
"Tamaulipas","9.18"
"Michoacán de Ocampo","8.90"
"Zacatecas","8.88"
"Coahuila de Zaragoza","8.53"
"Guerrero","8.05"
"Tabasco","6.64"
"Chiapas","5.75"
"Guanajuato","4.75"
"Yucatán","2.72"
"Quintana Roo","2.06"
"Campeche","1.48"
