"Estado","% Ocupación"
"Nuevo León","19.67"
"Durango","17.64"
"Aguascalientes","16.21"
"Chihuahua","12.85"
"Tlaxcala","10.63"
"Oaxaca","8.77"
"Tamaulipas","6.79"
"Sinaloa","5.55"
"Guerrero","4.60"
"Baja California Sur","4.54"
"Veracruz de Ignacio de La Llave","3.22"
"Ciudad de México","3.13"
"Puebla","2.77"
"Jalisco","2.30"
"Sonora","2.27"
"Hidalgo","2.16"
"Zacatecas","2.12"
"México","1.96"
"Coahuila de Zaragoza","1.80"
"Morelos","1.09"
"Yucatán","1.07"
"Tabasco","1.00"
"Guanajuato","0.92"
"Quintana Roo","0.75"
"Baja California","0.73"
"Michoacán de Ocampo","0.50"
"San Luis Potosí","0.44"
"Colima","0.00"
"Querétaro","0.00"
"Campeche","0.00"
"Chiapas","0.00"
"Nayarit","0.00"
