"Estado","% Ocupación"
"Colima","90.90"
"Ciudad de México","77.63"
"Guerrero","76.44"
"Durango","74.80"
"Nayarit","71.03"
"Nuevo León","68.38"
"Hidalgo","65.81"
"Veracruz de Ignacio de La Llave","65.42"
"Puebla","64.61"
"México","59.99"
"Sinaloa","59.07"
"Oaxaca","58.21"
"Jalisco","56.60"
"Sonora","52.53"
"Quintana Roo","51.88"
"Morelos","50.00"
"Zacatecas","49.50"
"Tlaxcala","49.25"
"Aguascalientes","49.15"
"Michoacán de Ocampo","47.48"
"Querétaro","43.61"
"San Luis Potosí","41.99"
"Tamaulipas","39.02"
"Coahuila de Zaragoza","33.10"
"Tabasco","32.79"
"Baja California Sur","26.68"
"Chiapas","24.93"
"Baja California","22.67"
"Chihuahua","19.66"
"Guanajuato","19.43"
"Yucatán","17.82"
"Campeche","15.59"
