"Estado","% Ocupación"
"Aguascalientes","41.70"
"Ciudad de México","39.65"
"Oaxaca","38.93"
"Hidalgo","38.42"
"Nuevo León","36.53"
"Durango","35.88"
"Sonora","35.65"
"Querétaro","34.94"
"Jalisco","33.92"
"Chihuahua","33.53"
"Tamaulipas","32.66"
"Nayarit","31.94"
"Colima","31.73"
"Morelos","30.87"
"Veracruz de Ignacio de La Llave","30.45"
"Baja California Sur","28.37"
"Puebla","27.55"
"México","27.39"
"Guerrero","25.55"
"Sinaloa","25.42"
"San Luis Potosí","24.79"
"Michoacán de Ocampo","24.74"
"Baja California","23.80"
"Guanajuato","22.92"
"Coahuila de Zaragoza","22.54"
"Tlaxcala","20.15"
"Zacatecas","18.75"
"Tabasco","14.96"
"Quintana Roo","11.69"
"Yucatán","8.25"
"Chiapas","7.05"
"Campeche","3.66"
