"Estado","% Ocupación"
"Zacatecas","100.00"
"Colima","100.00"
"Querétaro","90.00"
"Yucatán","82.60"
"Aguascalientes","61.29"
"Ciudad de México","57.32"
"Puebla","56.66"
"Tabasco","55.20"
"Michoacán de Ocampo","53.33"
"Tlaxcala","50.00"
"Tamaulipas","47.78"
"Guanajuato","45.61"
"Nuevo León","44.70"
"Jalisco","43.54"
"Oaxaca","41.93"
"México","40.70"
"Durango","39.62"
"Veracruz de Ignacio de La Llave","39.13"
"Sinaloa","38.59"
"San Luis Potosí","33.33"
"Morelos","27.27"
"Baja California","26.47"
"Chihuahua","26.22"
"Hidalgo","18.18"
"Chiapas","15.55"
"Coahuila de Zaragoza","15.38"
"Baja California Sur","14.28"
"Quintana Roo","12.96"
"Guerrero","11.90"
"Sonora","10.52"
"Campeche","3.22"
"Nayarit","0.00"
