"Estado","% Ocupación"
"Zacatecas","100.00"
"Colima","100.00"
"Querétaro","90.00"
"Morelos","86.66"
"Durango","72.34"
"Yucatán","70.83"
"Nuevo León","68.11"
"Oaxaca","65.78"
"Baja California","63.63"
"Ciudad de México","62.64"
"Puebla","61.36"
"Tabasco","60.74"
"Tamaulipas","57.01"
"Veracruz de Ignacio de La Llave","55.33"
"Michoacán de Ocampo","53.84"
"Jalisco","53.64"
"Aguascalientes","51.61"
"Tlaxcala","50.00"
"San Luis Potosí","50.00"
"Guanajuato","49.15"
"México","46.95"
"Sonora","45.94"
"Quintana Roo","40.00"
"Sinaloa","39.72"
"Coahuila de Zaragoza","36.36"
"Hidalgo","30.30"
"Chihuahua","26.78"
"Guerrero","17.14"
"Campeche","15.62"
"Chiapas","9.52"
"Nayarit","0.00"
"Baja California Sur","0.00"
