"Estado","% Ocupación"
"Colima","100.00"
"Yucatán","79.16"
"Nuevo León","76.34"
"Oaxaca","73.52"
"Durango","71.87"
"Sinaloa","71.59"
"Querétaro","68.18"
"Veracruz de Ignacio de La Llave","62.96"
"Michoacán de Ocampo","62.50"
"Ciudad de México","56.39"
"Aguascalientes","52.17"
"Puebla","48.05"
"Sonora","47.50"
"México","47.20"
"Jalisco","45.73"
"Guerrero","40.00"
"Baja California Sur","40.00"
"Tamaulipas","36.26"
"Baja California","35.29"
"Hidalgo","33.33"
"Tabasco","32.43"
"San Luis Potosí","28.88"
"Coahuila de Zaragoza","28.57"
"Quintana Roo","25.39"
"Chihuahua","24.61"
"Zacatecas","22.22"
"Chiapas","18.75"
"Guanajuato","16.07"
"Campeche","13.33"
"Morelos","5.26"
"Tlaxcala","0.00"
"Nayarit","0.00"
